"1993-01-20",48.25,13433200
"1993-01-21",47,14555600
"1993-01-22",46.5,13682000
"1993-01-25",48.75,12218000
"1993-01-26",52.88,31217600
"1993-01-27",49.13,13230800
"1993-01-28",50,12382800
"1993-01-29",51,11926000
"1993-02-01",52,12158000
"1993-02-02",52.25,10541600
"1993-02-03",52.5,12790400
"1993-02-04",51,9488400
"1993-02-05",51.75,12586000
"1993-02-08",52.25,10330000
"1993-02-09",53,14322800
"1993-02-10",53.63,14409600
"1993-02-11",51.88,12374400
"1993-02-12",51.13,6433200
"1993-02-16",50.5,11937600
"1993-02-17",50.25,8032000
"1993-02-18",51,8332400
"1993-02-19",50.63,7657600
"1993-02-22",50.5,7544800
"1993-02-23",51.5,6755600
"1993-02-24",51.13,7446000
"1993-02-25",51.75,10568400
"1993-02-26",54,12123200
"1993-03-01",54.75,10496800
"1993-03-02",54.63,7140800
"1993-03-03",54.38,10871600
"1993-03-04",55.25,6880800
"1993-03-05",55.38,10661200
"1993-03-08",55.5,13425600
"1993-03-09",56.13,9726000
"1993-03-10",56.88,14489600
"1993-03-11",55.88,9042400
"1993-03-12",54,9710800
"1993-03-15",56.13,4830000
"1993-03-16",55.13,4576800
"1993-03-17",55,5487200
"1993-03-18",54.63,5583600
"1993-03-19",54.5,8929200
"1993-03-22",53.5,6731200
"1993-03-23",53.38,6629200
"1993-03-24",53.38,14302400
"1993-03-25",50.75,11220400
"1993-03-26",50.63,9603600
"1993-03-29",52,8231200
"1993-03-30",52,10202000
"1993-03-31",50.25,10373200
"1993-04-01",51.5,7670400
"1993-04-02",52,11237200
"1993-04-05",52.63,6808400
"1993-04-06",52.63,5642000
"1993-04-07",51.25,4946800
"1993-04-08",52.25,4822400
"1993-04-12",50.75,5597200
"1993-04-13",51,9255600
"1993-04-14",49.13,11047600
"1993-04-15",49,6251600
"1993-04-16",49,8439600
"1993-04-19",50.25,6998000
"1993-04-20",49.88,11799200
"1993-04-21",50,8731200
"1993-04-22",48.88,8602400
"1993-04-23",48.13,8626400
"1993-04-26",48.13,8000800
"1993-04-27",48.38,5892000
"1993-04-28",48.75,12906400
"1993-04-29",49.88,6292400
"1993-04-30",48.88,5326400
"1993-05-03",49.13,5288400
"1993-05-04",49.63,5492800
"1993-05-05",49,5412000
"1993-05-06",48.5,4608000
"1993-05-07",48.13,5647600
"1993-05-10",48.88,6844400
"1993-05-11",48.88,4504400
"1993-05-12",48.25,5244000
"1993-05-13",47.5,5244800
"1993-05-14",47.5,4853600
"1993-05-17",47.88,3378400
"1993-05-18",47.75,10647600
"1993-05-19",49.13,12068000
"1993-05-20",49.38,5651200
"1993-05-21",48.75,6181200
"1993-05-24",48.63,7100000
"1993-05-25",49.88,11763200
"1993-05-26",50.5,16225600
"1993-05-27",53.25,16064800
"1993-05-28",53.13,9063200
"1993-06-01",53.25,7794800
"1993-06-02",51.75,9932000
"1993-06-03",54,10491600
"1993-06-04",54,7514800
"1993-06-07",54,6763200
"1993-06-08",52.25,5859600
"1993-06-09",53,4872800
"1993-06-10",52.75,6020800
"1993-06-11",52.88,5361200
"1993-06-14",52.25,4698800
"1993-06-15",51.88,12107200
"1993-06-16",49.5,10532800
"1993-06-17",50.13,5211600
"1993-06-18",49.63,8301200
"1993-06-21",50.13,4964800
"1993-06-22",49.13,4279200
"1993-06-23",49.25,6006000
"1993-06-24",48.63,4414400
"1993-06-25",49,5505200
"1993-06-28",49.88,5594000
"1993-06-29",50.38,5751200
"1993-06-30",49.5,3945200
"1993-07-01",49.63,3581200
"1993-07-02",48.5,9738000
"1993-07-06",48,7310000
"1993-07-07",46.88,5914400
"1993-07-08",46.88,7257600
"1993-07-09",46.75,4714400
"1993-07-12",46.88,5034400
"1993-07-13",48.13,4321600
"1993-07-14",47.5,3708800
"1993-07-15",47.38,4530400
"1993-07-16",47.5,10565600
"1993-07-19",45.63,17930000
"1993-07-20",43.63,18353200
"1993-07-21",43.13,7702800
"1993-07-22",43.75,10291200
"1993-07-23",43.63,9976800
"1993-07-26",41.88,15691200
"1993-07-27",44.88,25041200
"1993-07-28",46,16866800
"1993-07-29",44,10139600
"1993-07-30",43.63,7520400
"1993-08-02",44.38,5352400
"1993-08-03",44,5010800
"1993-08-04",43.38,5329200
"1993-08-05",44.13,4940000
"1993-08-06",43.63,4482400
"1993-08-09",43.38,5374800
"1993-08-10",43.13,4474800
"1993-08-11",43.5,7021200
"1993-08-12",42.5,8331600
"1993-08-13",42,4456400
"1993-08-16",41.63,7701600
"1993-08-17",41,8076000
"1993-08-18",43.38,7818000
"1993-08-19",43.13,6257200
"1993-08-20",43,6784400
"1993-08-23",43.13,10530000
"1993-08-24",44.5,6091200
"1993-08-25",44,5284800
"1993-08-26",44.13,7414400
"1993-08-27",43.88,3897600
"1993-08-30",44.13,6230400
"1993-08-31",44.75,9854400
"1993-09-01",45.75,7955600
"1993-09-02",46,4744400
"1993-09-03",46.25,4112000
"1993-09-07",46.13,5301600
"1993-09-08",45.25,9416000
"1993-09-09",44.25,7043200
"1993-09-10",44.63,8658800
"1993-09-13",43.88,5436400
"1993-09-14",43.88,4358400
"1993-09-15",43.5,7725200
"1993-09-16",43.5,3154000
"1993-09-17",43.25,12769200
"1993-09-20",43.25,5320000
"1993-09-21",42.5,7419200
"1993-09-22",42.25,6836400
"1993-09-23",42,7690000
"1993-09-24",41.88,5220800
"1993-09-27",41.75,6416800
"1993-09-28",41.75,9495600
"1993-09-29",41.75,8784800
"1993-09-30",41.63,5857600
"1993-10-01",42.13,13348400
"1993-10-04",44.25,9658000
"1993-10-05",44.38,6256800
"1993-10-06",43.5,6570000
"1993-10-07",44,4183600
"1993-10-08",44.38,6428400
"1993-10-11",44.25,2139600
"1993-10-12",44.13,5351600
"1993-10-13",43.5,4418400
"1993-10-14",43.13,6714000
"1993-10-15",43,12885600
"1993-10-18",44.5,8272800
"1993-10-19",44,7807600
"1993-10-20",43.38,5213200
"1993-10-21",43.63,9912400
"1993-10-22",45.38,10876800
"1993-10-25",43.88,8868800
"1993-10-26",45.75,17407600
"1993-10-27",46.38,17541200
"1993-10-28",45.75,10650000
"1993-10-29",46,7646400
"1993-11-01",46,15852400
"1993-11-02",49,40832400
"1993-11-03",51,20897600
"1993-11-04",50.25,12093200
"1993-11-05",49.75,13198400
"1993-11-08",50.25,7523600
"1993-11-09",50.5,10071200
"1993-11-10",49.5,8226800
"1993-11-11",50.25,14733600
"1993-11-12",52.25,12788800
"1993-11-15",51.63,5813600
"1993-11-16",51.13,13556800
"1993-11-17",53.5,17522800
"1993-11-18",52.25,9740400
"1993-11-19",52.25,9326800
"1993-11-22",51.88,10381200
"1993-11-23",52.38,8268800
"1993-11-24",54,16736000
"1993-11-26",55.5,4844000
"1993-11-29",56,9951600
"1993-11-30",54.5,7907200
"1993-12-01",54.75,9541200
"1993-12-02",53.25,7463200
"1993-12-03",54,7038800
"1993-12-06",53,7026800
"1993-12-07",54.13,6203600
"1993-12-08",53.88,4004000
"1993-12-09",53.88,5664000
"1993-12-10",54,15429600
"1993-12-13",55.88,19524400
"1993-12-14",57.25,9742000
"1993-12-15",56.13,9145200
"1993-12-16",57.25,11811200
"1993-12-17",57.75,23063200
"1993-12-20",59.25,11342000
"1993-12-21",58.25,9089200
"1993-12-22",58.75,6121200
"1993-12-23",59.25,5293200
"1993-12-27",58.63,5646800
"1993-12-28",58.88,5109600
"1993-12-29",58.5,4323600
"1993-12-30",58,6651200
"1993-12-31",56.63,7675600
"1994-01-03",56.88,5723200
"1994-01-04",58.13,7387200
"1994-01-05",59,10280000
"1994-01-06",60,9519200
"1994-01-07",58.5,5834400
"1994-01-10",58.88,6940000
"1994-01-11",59.13,6762400
