-0.016678559;-0.003377778;0.003389226;-1
-0.011337868;-0.016678559;-0.003377778;-1
-0.019449541;-0.011337868;-0.016678559;1
0.014034431;-0.019449541;-0.011337868;-1
-0.002398967;0.014034431;-0.019449541;-1
-0.012671106;-0.002398967;0.014034431;1
0.007025761;-0.012671106;-0.002398967;1
0.015069767;0.007025761;-0.012671106;1
0.060758798;0.015069767;0.007025761;1
0.016155508;0.060758798;0.015069767;1
0.017003911;0.016155508;0.060758798;-1
-0.013542886;0.017003911;0.016155508;1
0.01059322;-0.013542886;0.017003911;1
0.014675052;0.01059322;-0.013542886;1
0.01338843;0.014675052;0.01059322;1
0.013293101;0.01338843;0.014675052;1
0.002012072;0.013293101;0.01338843;1
0.020080321;0.002012072;0.013293101;-1
-0.001968504;0.020080321;0.002012072;1
0.001025641;-0.001968504;0.020080321;1
0.003940731;0.001025641;-0.001968504;1
0.008792589;0.003940731;0.001025641;1
0.0107393;0.008792589;0.003940731;-1
-0.010625192;0.0107393;0.008792589;1
0.007782101;-0.010625192;0.0107393;1
0.022239382;0.007782101;-0.010625192;1
0.002794984;0.022239382;0.007782101;1
0.014086629;0.002794984;0.022239382;1
0.00282276;0.014086629;0.002794984;1
0.01762963;0.00282276;0.014086629;1
0.015431649;0.01762963;0.00282276;-1
-0.011612903;0.015431649;0.01762963;-1
-0.017261387;-0.011612903;0.015431649;-1
-0.016605166;-0.017261387;-0.011612903;1
0.002776735;-0.016605166;-0.017261387;-1
-0.02896273;0.002776735;-0.016605166;1
0.008709056;-0.02896273;0.002776735;-1
-0.01627445;0.008709056;-0.02896273;1
0.017475728;-0.01627445;0.008709056;-1
-0.002900763;0.017475728;-0.01627445;1
0.022048691;-0.002900763;0.017475728;-1
-0.004644195;0.022048691;-0.002900763;-1
-0.002859723;-0.004644195;0.022048691;-1
-0.009433962;-0.002859723;-0.004644195;-1
-0.016228571;-0.009433962;-0.002859723;-1
-0.016418835;-0.016228571;-0.009433962;1
0.016692913;-0.016418835;-0.016228571;-1
-0.007744734;0.016692913;-0.016418835;-1
-0.011707774;-0.007744734;0.016692913;1
0.009951035;-0.011707774;-0.007744734;-1
-0.099781045;0.009951035;-0.011707774;-1
-0.008686588;-0.099781045;0.009951035;-1
-0.019628461;-0.008686588;-0.099781045;-1
-0.002323918;-0.019628461;-0.008686588;1
0.01684286;-0.002323918;-0.019628461;1
0.003348018;0.01684286;-0.002323918;-1
-0.008781173;0.003348018;0.01684286;1
0.008858965;-0.008781173;0.003348018;-1
-0.014313312;0.008858965;-0.008781173;1
0.008908686;-0.014313312;0.008858965;-1
-0.001147903;0.008908686;-0.014313312;1
0.003359264;-0.001147903;0.008908686;-1
-0.007753304;0.003359264;-0.001147903;1
0.003374179;-0.007753304;0.003359264;-1
-0.015486726;0.003374179;-0.007753304;-1
0;-0.015486726;0.003374179;-1
-0.005662921;0;-0.015486726;-1
-0.019164708;-0.005662921;0;-1
-0.014930876;-0.019164708;-0.005662921;1
0.022174401;-0.014930876;-0.019164708;1
0.00576659;0.022174401;-0.014930876;-1
-0.001183109;0.00576659;0.022174401;-1
-0.002277904;-0.001183109;0.00576659;-1
-0.00913242;-0.002277904;-0.001183109;-1
-0.001105991;-0.00913242;-0.002277904;-1
-0.001199483;-0.001105991;-0.00913242;-1
-0.002309469;-0.001199483;-0.001105991;-1
-0.005740741;-0.002309469;-0.001199483;-1
-0.023281803;-0.005740741;-0.002309469;-1
-0.017925248;-0.023281803;-0.005740741;1
0.009708738;-0.017925248;-0.023281803;1
0.018076923;0.009708738;-0.017925248;-1
-0.021344919;0.018076923;0.009708738;-1
-0.002316155;-0.021344919;0.018076923;-1
-0.014509576;-0.002316155;-0.021344919;1
0.018354927;-0.014509576;-0.002316155;1
0.02053012;0.018354927;-0.014509576;-1
-0.023611636;0.02053012;0.018354927;1
0.024182627;-0.023611636;0.02053012;1
0.001133359;0.024182627;-0.023611636;-1
-0.030660377;0.001133359;0.024182627;1
0.013333333;-0.030660377;0.001133359;-1
-0.003553592;0.013333333;-0.030660377;-1
-0.004819277;-0.003553592;0.013333333;-1
-0.016949153;-0.004819277;-0.003553592;1
0.030738916;-0.016949153;-0.004819277;-1
0;0.030738916;-0.016949153;1
0.003632193;0;0.030738916;1
0.001142857;0.003632193;0;-1
-0.009512938;0.001142857;0.003632193;1
0.002497119;-0.009512938;0.001142857;1
0.01666986;0.002497119;-0.009512938;1
0.002450057;0.01666986;0.002497119;-1
-0.012972363;0.002450057;0.01666986;-1
-0.016666667;-0.012972363;0.002450057;-1
-0.002421308;-0.016666667;-0.012972363;-1
-0.009708738;-0.002421308;-0.016666667;1
0.00372549;-0.009708738;-0.002421308;-1
-0.001269779;0.00372549;-0.009708738;-1
-0.007334963;-0.001269779;0.00372549;-1
-0.008669951;-0.007334963;-0.001269779;-1
-0.002385212;-0.008669951;-0.007334963;-1
-0.008766687;-0.002385212;-0.008669951;1
0.013869347;-0.008766687;-0.002385212;1
0.001189532;0.013869347;-0.008766687;-1
-0.018613861;0.001189532;0.013869347;1
0.005044391;-0.018613861;0.001189532;-1
-0.0124473;0.005044391;-0.018613861;1
0.010164668;-0.0124473;0.005044391;-1
-0.007647414;0.010164668;-0.0124473;-1
-0.010139931;-0.007647414;0.010164668;-1
-0.005121901;-0.010139931;-0.007647414;1
0.012973641;-0.005121901;-0.010139931;1
0.007521854;0.012973641;-0.005121901;-1
-0.010088781;0.007521854;0.012973641;1
0.005095801;-0.010088781;0.007521854;1
0.01906307;0.005095801;-0.010088781;-1
-0.009950249;0.01906307;0.005095801;-1
-0.007537688;-0.009950249;0.01906307;-1
-0.005063291;-0.007537688;-0.009950249;1
0.011501272;-0.005063291;-0.007537688;-1
-0.00130811;0.011501272;-0.005063291;-1
-0.026498741;-0.00130811;0.011501272;-1
-0.003829435;-0.026498741;-0.00130811;1
0.020779221;-0.003829435;-0.026498741;1
0.022900763;0.020779221;-0.003829435;1
0.014925373;0.022900763;0.020779221;-1
-0.013529412;0.014925373;0.022900763;1
0.00129199;-0.013529412;0.014925373;-1
-0.00248139;0.00129199;-0.013529412;-1
0;-0.00248139;0.00129199;1
0.008756219;0;-0.00248139;1
0.002367331;0.008756219;0;-1
-0.003641016;0.002367331;0.008756219;-1
0;-0.003641016;0.002367331;-1
-0.008592593;0;-0.003641016;1
0.006176529;-0.008592593;0;-1
-0.006138614;0.006176529;-0.008592593;-1
-0.013747759;-0.006138614;0.006176529;1
0.002525253;-0.013747759;-0.006138614;-1
