83.12;81.75;82.25;83.38;83.12
82.38;83.12;81.75;83.5;82.38
84.88;82.38;83.12;82.88;84.88
85.12;84.88;82.38;82.25;85.12
86;85.12;84.88;81.75;86
87.5;86;85.12;83.12;87.5
88.25;87.5;86;82.38;88.25
88.5;88.25;87.5;84.88;88.5
88.62;88.5;88.25;85.12;88.62
89.5;88.62;88.5;86;89.5
90;89.5;88.62;87.5;90
90.12;90;89.5;88.25;90.12
89.25;90.12;90;88.5;89.25
88.12;89.25;90.12;88.62;88.12
88.12;88.12;89.25;89.5;88.12
88.5;88.12;88.12;90;88.5
88.12;88.5;88.12;90.12;88.12
90.75;88.12;88.5;89.25;90.75
90.62;90.75;88.12;88.12;90.62
92.5;90.62;90.75;88.12;92.5
93.88;92.5;90.62;88.5;93.88
93.38;93.88;92.5;88.12;93.38
93.75;93.38;93.88;90.75;93.75
93.12;93.75;93.38;90.62;93.12
93.88;93.12;93.75;92.5;93.88
93.5;93.88;93.12;93.88;93.5
92.38;93.5;93.88;93.38;92.38
91.75;92.38;93.5;93.75;91.75
91.62;91.75;92.38;93.12;91.62
90.75;91.62;91.75;93.88;90.75
92.5;90.75;91.62;93.5;92.5
91.62;92.5;90.75;92.38;91.62
91.5;91.62;92.5;91.75;91.5
91.75;91.5;91.62;91.62;91.75
90.5;91.75;91.5;90.75;90.5
90.88;90.5;91.75;92.5;90.88
91.12;90.88;90.5;91.62;91.12
90.75;91.12;90.88;91.5;90.75
90.62;90.75;91.12;91.75;90.62
90.62;90.62;90.75;90.5;90.62
89.75;90.62;90.62;90.88;89.75
89;89.75;90.62;91.12;89
90.38;89;89.75;90.75;90.38
91;90.38;89;90.62;91
90.62;91;90.38;90.62;90.62
90.12;90.62;91;89.75;90.12
92;90.12;90.62;89;92
93;92;90.12;90.38;93
94.12;93;92;91;94.12
93.12;94.12;93;90.62;93.12
92.62;93.12;94.12;90.12;92.62
94.5;92.62;93.12;92;94.5
95;94.5;92.62;93;95
95.25;95;94.5;94.12;95.25
95.88;95.25;95;93.12;95.88
97.62;95.88;95.25;92.62;97.62
97.12;97.62;95.88;94.5;97.12
97.25;97.12;97.62;95;97.25
98.62;97.25;97.12;95.25;98.62
97.88;98.62;97.25;95.88;97.88
98.25;97.88;98.62;97.62;98.25
96.88;98.25;97.88;97.12;96.88
98.12;96.88;98.25;97.25;98.12
96.75;98.12;96.88;98.62;96.75
97.88;96.75;98.12;97.88;97.88
97.5;97.88;96.75;98.25;97.5
97.62;97.5;97.88;96.88;97.62
97.88;97.62;97.5;98.12;97.88
97.88;97.88;97.62;96.75;97.88
99.25;97.88;97.88;97.88;99.25
100.25;99.25;97.88;97.5;100.25
95;100.25;99.25;97.62;95
92.88;95;100.25;97.88;92.88
93.75;92.88;95;97.88;93.75
92.5;93.75;92.88;99.25;92.5
92.75;92.5;93.75;100.25;92.75
92.75;92.75;92.5;95;92.75
92.38;92.75;92.75;92.88;92.38
93.75;92.38;92.75;93.75;93.75
94.38;93.75;92.38;92.5;94.38
95.38;94.38;93.75;92.75;95.38
94.75;95.38;94.38;92.75;94.75
94.88;94.75;95.38;92.38;94.88
94.25;94.88;94.75;93.75;94.25
91.62;94.25;94.88;94.38;91.62
88.25;91.62;94.25;95.38;88.25
87.12;88.25;91.62;94.75;87.12
88.5;87.12;88.25;94.88;88.5
88;88.5;87.12;94.25;88
88.38;88;88.5;91.62;88.38
88.12;88.38;88;88.25;88.12
88.38;88.12;88.38;87.12;88.38
88.62;88.38;88.12;88.5;88.62
88;88.62;88.38;88;88
86.62;88;88.62;88.38;86.62
85.88;86.62;88;88.12;85.88
86;85.88;86.62;88.38;86
85.12;86;85.88;88.62;85.12
87.12;85.12;86;88;87.12
86.38;87.12;85.12;86.62;86.38
87.38;86.38;87.12;85.88;87.38
87.25;87.38;86.38;86;87.25
86.62;87.25;87.38;85.12;86.62
87.62;86.62;87.25;87.12;87.62
87.5;87.62;86.62;86.38;87.5
86.62;87.5;87.62;87.38;86.62
86;86.62;87.5;87.25;86
86.12;86;86.62;86.62;86.12
86.88;86.12;86;87.62;86.88
87.5;86.88;86.12;87.5;87.5
88;87.5;86.88;86.62;88
88.38;88;87.5;86;88.38
85.5;88.38;88;86.12;85.5
83.12;85.5;88.38;86.88;83.12
83.75;83.12;85.5;87.5;83.75
83.5;83.75;83.12;88;83.5
84.38;83.5;83.75;88.38;84.38
83.25;84.38;83.5;85.5;83.25
83.62;83.25;84.38;83.12;83.62
82.5;83.62;83.25;83.75;82.5
82.25;82.5;83.62;83.5;82.25
82.75;82.25;82.5;84.38;82.75
81;82.75;82.25;83.25;81
80.75;81;82.75;83.62;80.75
80.12;80.75;81;82.5;80.12
78.5;80.12;80.75;82.25;78.5
78.88;78.5;80.12;82.75;78.88
79.75;78.88;78.5;81;79.75
78.38;79.75;78.88;80.75;78.38
79.38;78.38;79.75;80.12;79.38
78.5;79.38;78.38;78.5;78.5
78.5;78.5;79.38;78.88;78.5
78.75;78.5;78.5;79.75;78.75
78;78.75;78.5;78.38;78
72.88;78;78.75;79.38;72.88
70.75;72.88;78;78.5;70.75
68.5;70.75;72.88;78.5;68.5
68.38;68.5;70.75;78.75;68.38
68.5;68.38;68.5;78;68.5
68.5;68.5;68.38;72.88;68.5
69.12;68.5;68.5;70.75;69.12
67.5;69.12;68.5;68.5;67.5
65.75;67.5;69.12;68.38;65.75
67.12;65.75;67.5;68.5;67.12
66;67.12;65.75;68.5;66
66.88;66;67.12;69.12;66.88
68.88;66.88;66;67.5;68.88
69.12;68.88;66.88;65.75;69.12
68.25;69.12;68.88;67.12;68.25
65.88;68.25;69.12;66;65.88
66.25;65.88;68.25;66.88;66.25
67.5;66.25;65.88;68.88;67.5
65.88;67.5;66.25;69.12;65.88
65;65.88;67.5;68.25;65
64.12;65;65.88;65.88;64.12
64.88;64.12;65;66.25;64.88
64.88;64.88;64.12;67.5;64.88
64.25;64.88;64.88;65.88;64.25
63.12;64.25;64.88;65;63.12
61.25;63.12;64.25;64.12;61.25
62.25;61.25;63.12;64.88;62.25
63.25;62.25;61.25;64.88;63.25
64.88;63.25;62.25;64.25;64.88
65.38;64.88;63.25;63.12;65.38
66;65.38;64.88;61.25;66
68.25;66;65.38;62.25;68.25
67.75;68.25;66;63.25;67.75
67.88;67.75;68.25;64.88;67.88
67.25;67.88;67.75;65.38;67.25
67;67.25;67.88;66;67
65.88;67;67.25;68.25;65.88
65.38;65.88;67;67.75;65.38
62.62;65.38;65.88;67.88;62.62
61.75;62.62;65.38;67.25;61.75
62.38;61.75;62.62;67;62.38
62.88;62.38;61.75;65.88;62.88
56.12;62.88;62.38;65.38;56.12
51.88;56.12;62.88;62.62;51.88
53;51.88;56.12;61.75;53
51.38;53;51.88;62.38;51.38
48.88;51.38;53;62.88;48.88
51.75;48.88;51.38;56.12;51.75
51.25;51.75;48.88;51.88;51.25
52.75;51.25;51.75;53;52.75
51.75;52.75;51.25;51.38;51.75
49.75;51.75;52.75;48.88;49.75
50.12;49.75;51.75;51.75;50.12
50.38;50.12;49.75;51.25;50.38
50.12;50.38;50.12;52.75;50.12
48.88;50.12;50.38;51.75;48.88
48;48.88;50.12;49.75;48
47;48;48.88;50.12;47
46.5;47;48;50.38;46.5
47.75;46.5;47;50.12;47.75
48.75;47.75;46.5;48.88;48.75
47.75;48.75;47.75;48;47.75
48.75;47.75;48.75;47;48.75
48.25;48.75;47.75;46.5;48.25
49.5;48.25;48.75;47.75;49.5
48.38;49.5;48.25;48.75;48.38
46.88;48.38;49.5;47.75;46.88
46.38;46.88;48.38;48.75;46.38
48.62;46.38;46.88;48.25;48.62
48.88;48.62;46.38;49.5;48.88
49;48.88;48.62;48.38;49
49.62;49;48.88;46.88;49.62
50.25;49.62;49;46.38;50.25
51.5;50.25;49.62;48.62;51.5
52.62;51.5;50.25;48.88;52.62
52.12;52.62;51.5;49;52.12
51.12;52.12;52.62;49.62;51.12
51.38;51.12;52.12;50.25;51.38
52;51.38;51.12;51.5;52
52.88;52;51.38;52.62;52.88
53.38;52.88;52;52.12;53.38
52.25;53.38;52.88;51.12;52.25
51.12;52.25;53.38;51.38;51.12
50.75;51.12;52.25;52;50.75
50;50.75;51.12;52.88;50
50.5;50;50.75;53.38;50.5
50.5;50.5;50;52.25;50.5
50.5;50.5;50.5;51.12;50.5
51.25;50.5;50.5;50.75;51.25
51.12;51.25;50.5;50;51.12
51.88;51.12;51.25;50.5;51.88
53.75;51.88;51.12;50.5;53.75
54.38;53.75;51.88;50.5;54.38
54.75;54.38;53.75;51.25;54.75
54.25;54.75;54.38;51.12;54.25
55.25;54.25;54.75;51.88;55.25
54.88;55.25;54.25;53.75;54.88
55.25;54.88;55.25;54.38;55.25
56.12;55.25;54.88;54.75;56.12
56.62;56.12;55.25;54.25;56.62
55.88;56.62;56.12;55.25;55.88
54.88;55.88;56.62;54.88;54.88
55.62;54.88;55.88;55.25;55.62
55;55.62;54.88;56.12;55
55.12;55;55.62;56.62;55.12
54.5;55.12;55;55.88;54.5
54.62;54.5;55.12;54.88;54.62
53.75;54.62;54.5;55.62;53.75
53.62;53.75;54.62;55;53.62
54.25;53.62;53.75;55.12;54.25
51.12;54.25;53.62;54.5;51.12
50.5;51.12;54.25;54.62;50.5
51.38;50.5;51.12;53.75;51.38
51.75;51.38;50.5;53.62;51.75
50;51.75;51.38;54.25;50
50.88;50;51.75;51.12;50.88
51.88;50.88;50;50.5;51.88
52.62;51.88;50.88;51.38;52.62
52.62;52.62;51.88;51.75;52.62
52;52.62;52.62;50;52
52.25;52;52.62;50.88;52.25
50.25;52.25;52;51.88;50.25
51;50.25;52.25;52.62;51
49.38;51;50.25;52.62;49.38
49;49.38;51;52;49
48.75;49;49.38;52.25;48.75
49;48.75;49;50.25;49
49.25;49;48.75;51;49.25
50.62;49.25;49;49.38;50.62
49.12;50.62;49.25;49;49.12
48.5;49.12;50.62;48.75;48.5
47.75;48.5;49.12;49;47.75
48.38;47.75;48.5;49.25;48.38
48.38;48.38;47.75;50.62;48.38
49.88;48.38;48.38;49.12;49.88
48.88;49.88;48.38;48.5;48.88
48.62;48.88;49.88;47.75;48.62
49.25;48.62;48.88;48.38;49.25
49.25;49.25;48.62;48.38;49.25
49.38;49.25;49.25;49.88;49.38
48.25;49.38;49.25;48.88;48.25
48.62;48.25;49.38;48.62;48.62
48.88;48.62;48.25;49.25;48.88
48.88;48.88;48.62;49.25;48.88
48;48.88;48.88;49.38;48
47.5;48;48.88;48.25;47.5
47.88;47.5;48;48.62;47.88
47.62;47.88;47.5;48.88;47.62
49;47.62;47.88;48.88;49
49.62;49;47.62;48;49.62
49.25;49.62;49;47.5;49.25
48.38;49.25;49.62;47.88;48.38
49.75;48.38;49.25;47.62;49.75
50.38;49.75;48.38;49;50.38
52.75;50.38;49.75;49.62;52.75
53.25;52.75;50.38;49.25;53.25
52.75;53.25;52.75;48.38;52.75
52;52.75;53.25;49.75;52
53.88;52;52.75;50.38;53.88
53.88;53.88;52;52.75;53.88
54;53.88;53.88;53.25;54
52.25;54;53.88;52.75;52.25
52.25;52.25;54;52;52.25
52.88;52.25;52.25;53.88;52.88
52.5;52.88;52.25;53.88;52.5
52.5;52.5;52.88;54;52.5
52;52.5;52.5;52.25;52
49.88;52;52.5;52.25;49.88
50.38;49.88;52;52.88;50.38
49.62;50.38;49.88;52.5;49.62
49.38;49.62;50.38;52.5;49.38
49.25;49.38;49.62;52;49.25
49.25;49.25;49.38;49.88;49.25
48.62;49.25;49.25;50.38;48.62
48.75;48.62;49.25;49.62;48.75
49.75;48.75;48.62;49.38;49.75
50.38;49.75;48.75;49.25;50.38
49.38;50.38;49.75;49.25;49.38
49.38;49.38;50.38;48.62;49.38
49.25;49.38;49.38;48.75;49.25
48.25;49.25;49.38;49.75;48.25
46.88;48.25;49.25;50.38;46.88
46.62;46.88;48.25;49.38;46.62
46.62;46.62;46.88;49.38;46.62
46.62;46.62;46.62;49.25;46.62
48.12;46.62;46.62;48.25;48.12
47.62;48.12;46.62;46.88;47.62
47.38;47.62;48.12;46.62;47.38
47.5;47.38;47.62;46.62;47.5
45.62;47.5;47.38;46.62;45.62
43.62;45.62;47.5;48.12;43.62
42.88;43.62;45.62;47.62;42.88
43.62;42.88;43.62;47.38;43.62
43.38;43.62;42.88;47.5;43.38
42.25;43.38;43.62;45.62;42.25
42.38;42.25;43.38;43.62;42.38
45.62;42.38;42.25;42.88;45.62
44;45.62;42.38;43.62;44
43.88;44;45.62;43.38;43.88
44.5;43.88;44;42.25;44.5
43.88;44.5;43.88;42.38;43.88
43.38;43.88;44.5;45.62;43.38
44.38;43.38;43.88;44;44.38
43.75;44.38;43.38;43.88;43.75
43.38;43.75;44.38;44.5;43.38
43.12;43.38;43.75;43.88;43.12
43.25;43.12;43.38;43.38;43.25
42.25;43.25;43.12;44.38;42.25
41.75;42.25;43.25;43.75;41.75
41.62;41.75;42.25;43.38;41.62
41;41.62;41.75;43.12;41
43;41;41.62;43.25;43
42.75;43;41;42.25;42.75
43;42.75;43;41.75;43
43.12;43;42.75;41.62;43.12
44.38;43.12;43;41;44.38
43.88;44.38;43.12;43;43.88
44;43.88;44.38;42.75;44
44;44;43.88;43;44
44.12;44;44;43.12;44.12
44.62;44.12;44;44.38;44.62
45.75;44.62;44.12;43.88;45.75
45.88;45.75;44.62;44;45.88
46;45.88;45.75;44;46
45.75;46;45.88;44.12;45.75
45.5;45.75;46;44.62;45.5
44.38;45.5;45.75;45.75;44.38
44.38;44.38;45.5;45.88;44.38
43.75;44.38;44.38;46;43.75
43.88;43.75;44.38;45.75;43.88
43.5;43.88;43.75;45.5;43.5
43.62;43.5;43.88;44.38;43.62
43.5;43.62;43.5;44.38;43.5
43.38;43.5;43.62;43.75;43.38
42.25;43.38;43.5;43.88;42.25
42.12;42.25;43.38;43.5;42.12
41.88;42.12;42.25;43.62;41.88
41.88;41.88;42.12;43.5;41.88
41.75;41.88;41.88;43.38;41.75
41.75;41.75;41.88;42.25;41.75
41.75;41.75;41.75;42.12;41.75
41.62;41.75;41.75;41.88;41.62
42;41.62;41.75;41.88;42
43.88;42;41.62;41.75;43.88
44.25;43.88;42;41.75;44.25
43.75;44.25;43.88;41.75;43.75
44;43.75;44.25;41.62;44
44;44;43.75;42;44
44.25;44;44;43.88;44.25
44.12;44.25;44;44.25;44.12
43.75;44.12;44.25;43.75;43.75
43.12;43.75;44.12;44;43.12
42.62;43.12;43.75;44;42.62
44.5;42.62;43.12;44.25;44.5
44;44.5;42.62;44.12;44
43.38;44;44.5;43.75;43.38
43.62;43.38;44;43.12;43.62
45;43.62;43.38;42.62;45
44.5;45;43.62;44.5;44.5
44.88;44.5;45;44;44.88
46.25;44.88;44.5;43.38;46.25
46;46.25;44.88;43.62;46
45.75;46;46.25;45;45.75
46;45.75;46;44.5;46
47.75;46;45.75;44.88;47.75
50.88;47.75;46;46.25;50.88
50.75;50.88;47.75;46;50.75
49.75;50.75;50.88;45.75;49.75
49.88;49.75;50.75;46;49.88
50.25;49.88;49.75;47.75;50.25
49.12;50.25;49.88;50.88;49.12
49.88;49.12;50.25;50.75;49.88
52;49.88;49.12;49.75;52
51.62;52;49.88;49.88;51.62
51;51.62;52;50.25;51
52.75;51;51.62;49.12;52.75
51.88;52.75;51;49.88;51.88
52.75;51.88;52.75;52;52.75
51.88;52.75;51.88;51.62;51.88
52;51.88;52.75;51;52
53.12;52;51.88;52.75;53.12
55.12;53.12;52;51.88;55.12
55.75;55.12;53.12;52.75;55.75
54.38;55.75;55.12;51.88;54.38
53.88;54.38;55.75;52;53.88
53.12;53.88;54.38;53.12;53.12
53.75;53.12;53.88;55.12;53.75
53.5;53.75;53.12;55.75;53.5
53.75;53.5;53.75;54.38;53.75
53.75;53.75;53.5;53.88;53.75
53.88;53.75;53.75;53.12;53.88
53.62;53.88;53.75;53.75;53.62
55.25;53.62;53.88;53.5;55.25
57.38;55.25;53.62;53.75;57.38
56.12;57.38;55.25;53.75;56.12
56.88;56.12;57.38;53.88;56.88
